0,1,2,3,4,5,6,7
"두근두근 인공지능 - 개념편 -
대시보드",9명,"₩132,000",0,0,입문자,총 11개 수업 (3시간 55분),강의 게시일 : 2023년 07월 05일
"[테디노트] 한 방으로 끝내는 판다스Pandas (전자책 포함)
대시보드",74명,"₩49,500",(4.8),5개의 수강평,초급자,총 113개 수업 (8시간 9분),강의 게시일 : 2021년 11월 05일
"R로 배우는 통계
대시보드","3,453명",무료,(4.8),61개의 수강평,입문자,총 46개 수업 (15시간 44분),강의 게시일 : 2020년 04월 09일
"Do it! SQL 입문
대시보드",804명,무료,(5.0),6개의 수강평,입문자,총 12개 수업 (2시간 23분),강의 게시일 : 2023년 04월 21일
"ChatGPT 활용법, 생성 AI 프롬프트 엔지니어링 A to Z - 인공지능의 이해와 활용
대시보드",340명,"₩49,500",(5.0),25개의 수강평,입문자,총 56개 수업 (7시간 41분),강의 게시일 : 2023년 04월 19일
"핵심만 쉽게 터득하는 SQL
대시보드",22명,"₩33,000",0,0,입문자,총 15개 수업 (5시간 30분),강의 게시일 : 2023년 04월 06일
"직장인을 위한 데이터 운동장: 데이터 기초체력 UP하기!
대시보드",5명,"₩141,900",0,0,입문자,총 8개 수업 (3시간 27분),강의 게시일 : 2023년 01월 03일
"[DATA, ON] 데이터 분석 첫걸음
대시보드",3명,"₩306,900",0,0,초급자,총 20개 수업 (7시간 38분),강의 게시일 : 2023년 01월 03일
"구글 데이터 스튜디오 데이터 시각화 입문
대시보드",32명,"₩66,000",(4.8),4개의 수강평,입문자,총 40개 수업 (3시간 19분),강의 게시일 : 2022년 11월 04일
"R로 배우는 데이터 분석 첫 걸음 - 기초 문법부터 데이터마이닝 실습까지
대시보드",50명,"₩99,000",0,0,입문자,총 51개 수업 (14시간 10분),강의 게시일 : 2022년 09월 27일
"엑셀 업무 자동화 - 파워쿼리
대시보드",70명,"₩129,800",(4.6),8개의 수강평,초급자,총 33개 수업 (9시간 27분),강의 게시일 : 2022년 01월 17일
"데이터 사이언스 입문 부트캠프
대시보드",45명,"₩129,800",(5.0),8개의 수강평,입문자,총 74개 수업 (9시간 55분),강의 게시일 : 2021년 11월 29일
"초보자를 위한 R프로그래밍 핵심 교재
대시보드",62명,"₩17,600",(3.7),3개의 수강평,입문자,총 45개 수업,강의 게시일 : 2020년 07월 06일
"[R로 하는] 머신러닝을 위한 통계학 기초
대시보드",129명,"₩49,500",(4.1),8개의 수강평,초급자,총 24개 수업 (5시간 24분),강의 게시일 : 2020년 04월 13일
"[PyTorch] 쉽고 빠르게 배우는 GAN
대시보드",238명,"₩49,500",(3.8),14개의 수강평,중급자,총 15개 수업 (3시간 23분),강의 게시일 : 2020년 03월 13일
"텍스트마이닝 실전 프로젝트 - 뉴스 데이터 분석하기
대시보드",145명,"₩33,000",(3.3),4개의 수강평,중급자,총 14개 수업 (3시간 16분),강의 게시일 : 2020년 01월 07일
"DataScience와 AI의 개념 (공부하는 방법)
대시보드","2,072명","₩33,000",(4.4),210개의 수강평,입문자,총 14개 수업 (3시간 20분),강의 게시일 : 2020년 01월 02일
"SELECT ALL FROM SQL2
대시보드",221명,무료,0,0,초급자,총 8개 수업 (45분),강의 게시일 : 2023년 06월 21일
"장박사의 빅데이터와 인공지능 입문
대시보드",15명,"₩22,000",0,0,입문자,총 5개 수업 (1시간 51분),강의 게시일 : 2022년 03월 23일
"구현하며 이해하는 이미지 생성모델 - 활용
대시보드",14명,"₩16,500",0,0,초급자,총 11개 수업 (5시간 27분),강의 게시일 : 2023년 09월 18일
"[에피소드] 엑셀+파이썬(기초)
대시보드",19명,"₩11,000",0,0,초급자,총 12개 수업 (2시간 53분),강의 게시일 : 2023년 11월 13일
"CEO 및 리더를 위한 제조 혁신과 AI 빅데이터
대시보드",5명,"₩99,000",0,0,초급자,총 9개 수업 (7시간 11분),강의 게시일 : 2023년 10월 25일
"공공 데이터 (오픈 데이터) API 제대로 배우기 Part.2
대시보드","41,541명","₩41,800",(4.6),26개의 수강평,초급자,총 23개 수업 (8시간 3분),강의 게시일 : 2021년 10월 25일
"데이터 분석가, IT 엔지니어에게 필요한 MySQL 초단기 코스!
대시보드",21명,"₩19,800",0,0,초급자,총 81개 수업 (5시간 10분),강의 게시일 : 2023년 09월 21일
"핵심만 빠르게, 입문자를 위한 딥러닝(Deep Learning)과 텐서플로(TensorFlow)
대시보드",956명,무료,(4.8),14개의 수강평,초급자,총 10개 수업 (1시간 31분),강의 게시일 : 2023년 04월 24일
"핵심만 빠르게, 입문자를 위한 파이썬(Python)과 판다스(Pandas)
대시보드","2,349명",무료,(5.0),41개의 수강평,입문자,총 20개 수업 (1시간 47분),강의 게시일 : 2022년 09월 14일
"엑셀 매크로와 VBA 기초부터 실무활용까지 완전 정복
대시보드",743명,"₩55,000",(4.8),103개의 수강평,중급자,총 39개 수업 (6시간 2분),강의 게시일 : 2020년 04월 02일
"[7월 정기 교육 세션 다시보기] 데이터로 집단 간 특성 차이 이해하기 with. HEARTCOUNT
대시보드",47명,무료,0,0,입문자,총 3개 수업 (44분),강의 게시일 : 2023년 08월 18일
"기계학습 알고리즘 - 회귀분석과 의사결정나무
대시보드",115명,무료,0,0,초급자,총 6개 수업 (21분),강의 게시일 : 2023년 07월 07일
"파이썬 무료 강의 (활용편7) - 머신러닝
대시보드","1,202명",무료,(4.9),18개의 수강평,초급자,총 51개 수업 (6시간 41분),강의 게시일 : 2022년 10월 25일
"핵심만 쉽게, 모두의 SQL 비법 레시피
대시보드",120명,"₩48,400",(4.9),7개의 수강평,초급자,총 22개 수업 (3시간 49분),강의 게시일 : 2022년 06월 03일
"[개념은 호옹~, 실습 빡] SQL 데이터 분석, 입문!
대시보드",469명,"₩14,300",(4.9),39개의 수강평,입문자,총 27개 수업 (1시간 13분),강의 게시일 : 2022년 04월 22일
"내 집 마련 파이썬
대시보드",27명,"₩99,000",0,0,초급자,총 13개 수업 (2시간 9분),강의 게시일 : 2022년 04월 13일
"파이썬 무료 강의 (활용편5) - 데이터 분석 및 시각화
대시보드","2,517명",무료,(5.0),46개의 수강평,초급자,총 39개 수업 (6시간 17분),강의 게시일 : 2022년 04월 12일
"한 방에 끝! 빅데이터분석기사 실기 작업형
대시보드",87명,"₩55,000",(4.5),8개의 수강평,입문자,총 29개 수업 (13시간 20분),강의 게시일 : 2022년 03월 11일
"[핵집] 2024 빅데이터 분석기사(필기)_과목 3~4
대시보드",191명,"₩94,600",(4.4),7개의 수강평,초급자,총 47개 수업 (21시간 11분),강의 게시일 : 2022년 03월 04일
"처음 시작하는 R 데이터 분석
대시보드","1,244명",무료,(4.6),12개의 수강평,입문자,총 30개 수업 (4시간 16분),강의 게시일 : 2022년 01월 19일
"Python 모듈을 활용한 공간 분석
대시보드",986명,무료,(5.0),11개의 수강평,초급자,총 19개 수업 (2시간 29분),강의 게시일 : 2022년 01월 05일
"데이터 과학을 위한 파이썬 NumPy Basic
대시보드","2,819명",무료,(4.9),70개의 수강평,초급자,총 31개 수업 (2시간 56분),강의 게시일 : 2021년 09월 08일
"TIBCO Spotfire 사용자교육 고급편 1: 데이터 시각화
대시보드",302명,"₩60,500",(4.7),20개의 수강평,초급자,총 10개 수업 (2시간 35분),강의 게시일 : 2021년 07월 06일
"빅데이터 하둡 (Hadoop 3.2.1) 직접 설치하기
대시보드",480명,"₩55,000",(4.6),29개의 수강평,초급자,총 85개 수업 (6시간 39분),강의 게시일 : 2021년 05월 27일
"공공데이터 수집하여 대파 가격 분석과 시각화 하기
대시보드",48명,"₩16,500",0,0,초급자,총 15개 수업 (2시간 59분),강의 게시일 : 2021년 05월 26일
"텐서플로우 2.0으로 배우는 딥러닝 기초
대시보드",72명,"₩55,000",(3.8),4개의 수강평,초급자,총 17개 수업 (8시간 39분),강의 게시일 : 2021년 05월 24일
"쏙쏙 이해되는 강화학습 핵심이론
대시보드",70명,"₩55,000",0,0,초급자,총 12개 수업 (5시간 2분),강의 게시일 : 2021년 05월 24일
"실전 데이터 사이언스 Part2. 데이터 전처리
대시보드",219명,"₩55,000",(4.8),17개의 수강평,초급자,총 19개 수업 (4시간 13분),강의 게시일 : 2021년 01월 13일
"TIBCO Spotfire - 사용자 교육 기초편
대시보드",777명,"₩49,500",(4.8),95개의 수강평,입문자,총 28개 수업 (4시간 30분),강의 게시일 : 2021년 01월 07일
"파이썬 텍스트 분석 입문 - 데이터 수집부터 분석까지
대시보드",295명,"₩44,000",(4.7),13개의 수강평,초급자,총 30개 수업 (4시간 20분),강의 게시일 : 2020년 11월 18일
"RPA와 Process Mining 입문과 연계
대시보드",160명,"₩55,000",(4.5),15개의 수강평,입문자,총 46개 수업 (5시간 28분),강의 게시일 : 2020년 08월 19일
"쉽고 빠르게 익히는 Excel 파워 쿼리
대시보드",236명,"₩55,000",(4.8),42개의 수강평,중급자,총 16개 수업 (2시간 25분),강의 게시일 : 2020년 07월 29일
"모두를 위한 딥러닝 - 기본적인 머신러닝과 딥러닝 강좌
대시보드","25,457명",무료,(4.9),247개의 수강평,초급자,총 50개 수업 (11시간 26분),강의 게시일 : 2016년 03월 24일
"Chat GPT, 내 동료가 되어라!
대시보드",16명,"₩88,000",0,0,입문자,총 10개 수업 (2시간 37분),강의 게시일 : 2023년 07월 10일
"딥러닝을 위한 기초 수학
대시보드",22명,"₩59,400",0,0,초급자,총 33개 수업 (2시간 59분),강의 게시일 : 2023년 01월 06일
"오늘 배워서 내일 실무에 적용하는 Tableau 데이터 시각화
대시보드",9명,"₩141,900",0,0,입문자,총 10개 수업 (5시간 30분),강의 게시일 : 2023년 01월 03일
"비기너를 위한 하루 30분 SQL
대시보드",7명,"₩262,900",0,0,입문자,총 18개 수업 (8시간 1분),강의 게시일 : 2023년 01월 03일
"엑셀을 활용한 데이터 시각화 실무
대시보드",16명,"₩79,200",0,0,초급자,총 23개 수업 (7시간 46분),강의 게시일 : 2022년 07월 19일
"비즈니스 애널리틱스, 데이터 기반 실적 개선 프로젝트 실무 마스터 클래스
대시보드",16명,"₩129,800",0,0,초급자,총 28개 수업 (8시간 20분),강의 게시일 : 2022년 06월 09일
"파이썬 실무
대시보드",58명,"₩69,300",(4.9),7개의 수강평,초급자,총 79개 수업 (11시간 19분),강의 게시일 : 2022년 01월 17일
"[R] KOSPI/KOSDAQ 전 종목 데이터 수집 및 관리
대시보드",86명,"₩55,000",(4.9),8개의 수강평,중급자,총 23개 수업 (3시간 55분),강의 게시일 : 2020년 03월 18일
"R프로그래밍 중급
대시보드",92명,"₩27,500",(5.0),4개의 수강평,중급자,총 17개 수업 (2시간 48분),강의 게시일 : 2020년 01월 17일
"R프로그래밍 기초 다지기
대시보드","2,968명",무료,(4.6),115개의 수강평,입문자,총 9개 수업 (1시간 33분),강의 게시일 : 2020년 01월 02일
"R로 하는 웹 크롤링 - 실전편
대시보드",200명,"₩44,000",(4.1),8개의 수강평,초급자,총 21개 수업 (5시간 12분),강의 게시일 : 2019년 12월 17일
"엑셀로 맛보는 딥러닝
대시보드",82명,무료,0,0,입문자,총 10개 수업 (1시간 25분),강의 게시일 : 2023년 10월 17일
"TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning
대시보드",49명,"₩88,000",0,0,중급자,총 33개 수업 (5시간 21분),강의 게시일 : 2022년 12월 05일
"캐글 실습으로 배우는 데이터 사이언스
대시보드","4,094명",무료,(4.8),55개의 수강평,초급자,총 12개 수업 (2시간 29분),강의 게시일 : 2018년 08월 05일
"프로들만의 차별화된 엑셀 데이터 분석과 차트 시각화
대시보드",548명,"₩44,000",(5.0),85개의 수강평,초급자,총 49개 수업 (5시간 50분),강의 게시일 : 2018년 04월 11일
"[4월 정기 교육 세션 다시보기] 개별 레코드 수준의 시각화하기 with. HEARTCOUNT
대시보드",38명,무료,0,0,초급자,총 3개 수업 (26분),강의 게시일 : 2023년 05월 17일
"[2월 정기 교육 세션 다시보기] 시계열 데이터 시각화하기 with. HEARTCOUNT
대시보드",71명,무료,0,0,초급자,총 4개 수업 (33분),강의 게시일 : 2023년 03월 15일
"[1월 정기 교육 세션 다시보기] HEARTCOUNT 시작하기
대시보드",47명,무료,0,0,입문자,총 3개 수업 (29분),강의 게시일 : 2023년 02월 28일
"오피스 마녀의 Power BI - 데이터 분석 시각화
대시보드",34명,"₩27,500",(3.8),4개의 수강평,초급자,총 11개 수업 (1시간 36분),강의 게시일 : 2022년 08월 16일
"[핵집] 2023 빅데이터 분석기사(실기)_작업형 1·2·3유형
대시보드",94명,"₩99,000",(4.0),3개의 수강평,초급자,총 31개 수업 (16시간 17분),강의 게시일 : 2022년 05월 09일
"[개념은 호옹~, 실습 빡] SQL 데이터 분석, 활용!
대시보드",499명,"₩35,200",(4.8),18개의 수강평,초급자,총 54개 수업 (3시간 50분),강의 게시일 : 2022년 04월 22일
"프로그래머를 위한 강화학습(저자 직강)
대시보드",299명,"₩66,000",(4.2),17개의 수강평,초급자,총 35개 수업 (6시간 48분),강의 게시일 : 2021년 03월 31일
"코딩이 필요 없는 데이터분석, 머신러닝 - 오렌지3(Orange3) 기초
대시보드","2,087명",무료,(4.9),38개의 수강평,입문자,총 36개 수업 (4시간 51분),강의 게시일 : 2021년 03월 23일
"스마트요원에게 배우는 구글 스프레드시트
대시보드",141명,"₩55,000",(5.0),8개의 수강평,입문자,총 46개 수업 (4시간 15분),강의 게시일 : 2021년 02월 09일
"실전 데이터 사이언스 Part1. 파이썬 입문
대시보드",306명,"₩66,000",(4.9),27개의 수강평,입문자,총 23개 수업 (5시간),강의 게시일 : 2020년 12월 17일
"쉽고 빠르게 익히는 Excel 파워 피벗 & 데이터 모델링
대시보드",131명,"₩55,000",(4.7),24개의 수강평,중급자,총 15개 수업 (2시간 52분),강의 게시일 : 2020년 07월 29일
"SQL Server 컨설턴트가 알려주는, 쿼리 능력 레벨업(고급 T-SQL 쿼리)
대시보드",217명,"₩165,000",(4.9),19개의 수강평,중급자,총 32개 수업 (9시간 19분),강의 게시일 : 2021년 10월 05일
"산점도 예제로 배우는 R 데이터 시각화
대시보드",489명,무료,(4.5),11개의 수강평,중급자,총 6개 수업 (1시간 24분),강의 게시일 : 2020년 08월 19일
"딥러닝 실무 프로젝트
대시보드",20명,"₩99,000",0,0,중급자,총 23개 수업 (2시간 37분),강의 게시일 : 2023년 01월 09일
"딥러닝 입문
대시보드",12명,"₩59,400",0,0,초급자,총 38개 수업 (3시간 40분),강의 게시일 : 2023년 01월 09일
"비즈니스 애널리틱스, 전략적 의사결정 실무 마스터 클래스
대시보드",10명,"₩99,000",0,0,초급자,총 29개 수업 (6시간 6분),강의 게시일 : 2022년 07월 08일
"비즈니스 애널리틱스, 비즈니스 현황분석 실무 마스터 클래스
대시보드",18명,"₩129,800",0,0,초급자,총 34개 수업 (10시간 2분),강의 게시일 : 2022년 04월 26일
"디지털 리터러시, 디지털 기술을 이해하고 실무에 적용하는 기술
대시보드",12명,"₩99,000",0,0,입문자,총 30개 수업 (9시간 3분),강의 게시일 : 2022년 04월 01일
"데이터 분석 전처리 실무 - 파워쿼리
대시보드",38명,"₩129,800",(4.7),11개의 수강평,초급자,총 37개 수업 (10시간 35분),강의 게시일 : 2022년 01월 17일
"데이터 사이언스 실무 고급 분석
대시보드",30명,"₩69,300",(5.0),6개의 수강평,초급자,총 52개 수업 (5시간 15분),강의 게시일 : 2021년 12월 09일
"[PyTorch] 쉽고 빠르게 배우는 딥러닝
대시보드",262명,"₩82,500",(4.0),16개의 수강평,중급자,총 43개 수업 (11시간 41분),강의 게시일 : 2020년 02월 14일
"[무료]텍스톰 TEXTOM 기초 강의: 빅데이터 논문 작성을 위한 SNS 인식 분석
대시보드",136명,무료,0,0,입문자,총 11개 수업 (1시간 35분),강의 게시일 : 2023년 07월 11일
"[텍스트마이닝 논문] 뉴스 기사 수집 후 LDA 토픽 분석(2시간 완성)
대시보드",34명,"₩27,500",0,0,초급자,총 17개 수업 (2시간 13분),강의 게시일 : 2023년 05월 30일
"김일한의 인공지능을 위한 텐서플로2 + 케라스 라이브러리 실전 적용
대시보드",30명,"₩66,000",0,0,초급자,총 29개 수업 (7시간 21분),강의 게시일 : 2021년 03월 30일
"공공 데이터 (오픈 데이터) API 제대로 배우기 Part.1
대시보드","62,059명","₩52,800",(4.9),46개의 수강평,초급자,총 30개 수업 (11시간 12분),강의 게시일 : 2021년 10월 25일
"웰컴 투 태블로 월드
대시보드","5,346명",무료,(4.9),106개의 수강평,초급자,총 25개 수업 (6시간 17분),강의 게시일 : 2019년 11월 13일
"핸즈온 머신러닝 2
대시보드","5,234명",무료,(4.8),32개의 수강평,초급자,총 23개 수업 (13시간),강의 게시일 : 2020년 06월 03일
"업무 자동화를 위한 파이썬 pyautogui, beautifulsoup 크롤링 기초
대시보드","4,460명",무료,(4.8),149개의 수강평,초급자,총 10개 수업 (2시간 34분),강의 게시일 : 2019년 11월 03일
"나도 만들어본다 AI 앱 (tensorflow2.0 + android)
대시보드",69명,"₩11,000",(1.8),5개의 수강평,초급자,총 10개 수업 (1시간 17분),강의 게시일 : 2020년 03월 23일
"초간단 초스피드 데이터 수집 (파이썬 크롤링)
대시보드",135명,"₩11,000",(4.0),10개의 수강평,초급자,총 15개 수업 (1시간 38분),강의 게시일 : 2020년 01월 09일
"빅데이터 분석기사 시험 실기(Python)
대시보드","3,509명",무료,(4.9),82개의 수강평,초급자,총 24개 수업 (5시간),강의 게시일 : 2022년 02월 16일
"[데브원영] 아파치 카프카 for beginners
대시보드","7,335명",무료,(4.9),247개의 수강평,초급자,총 15개 수업 (1시간 31분),강의 게시일 : 2021년 02월 01일
"인공지능 기초수학
대시보드",355명,"₩88,000",(4.0),37개의 수강평,입문자,총 22개 수업 (9시간 54분),강의 게시일 : 2020년 09월 10일
"쉽고 빠르게 익히는 Visio 2016
대시보드",15명,"₩77,000",0,0,입문자,총 12개 수업 (4시간 24분),강의 게시일 : 2020년 09월 01일
"이부일의 R릴레오 시즌2 (기초편)
대시보드",642명,무료,(4.9),22개의 수강평,입문자,총 38개 수업 (13시간 41분),강의 게시일 : 2020년 06월 05일
"파이썬 판다스(pandas)로 데이터 분석 및 가공하기
대시보드",85명,"₩11,000",(4.3),8개의 수강평,초급자,총 17개 수업 (2시간 54분),강의 게시일 : 2020년 05월 08일
"자바 머신러닝 weka(웨카) 초급
대시보드","1,776명",무료,(5.0),17개의 수강평,초급자,총 23개 수업 (4시간 45분),강의 게시일 : 2019년 10월 08일
"파이썬으로 영화 예매 오픈 알리미 만들기
대시보드","6,258명",무료,(4.9),241개의 수강평,초급자,총 15개 수업 (59분),강의 게시일 : 2019년 05월 29일
"모두를 위한 프로세스 마이닝
대시보드","2,182명",무료,(4.7),37개의 수강평,입문자,총 25개 수업 (4시간 17분),강의 게시일 : 2018년 05월 22일
"ELK 스택 (ElasticSearch, Logstash, Kibana) 으로 데이터 분석
대시보드","12,548명",무료,(4.8),276개의 수강평,초급자,총 23개 수업 (1시간 42분),강의 게시일 : 2016년 12월 23일
"DNN, CNN, RNN을 활용한 딥러닝 실무
대시보드",20명,"₩79,200",0,0,초급자,총 26개 수업 (4시간 33분),강의 게시일 : 2023년 01월 09일
"빅데이터 분석 솔루션 TEXTOM으로 쉽고 빠르게 배우는 텍스트마이닝
대시보드",257명,"₩99,000",(4.4),47개의 수강평,입문자,총 9개 수업 (3시간 45분),강의 게시일 : 2021년 05월 27일
"AI 포트폴리오 만들기 - Airbnb 클론 프로젝트
대시보드",133명,"₩99,000",(4.5),8개의 수강평,초급자,총 37개 수업 (5시간 50분),강의 게시일 : 2021년 07월 16일
"OpenCV + WebApp (얼굴 눈 검출 웹앱만들기)
대시보드",149명,"₩55,000",(4.3),11개의 수강평,초급자,총 20개 수업 (1시간 12분),강의 게시일 : 2018년 06월 19일
"머신러닝 처음 시작하기 (기초 원리 + 초급 실습)
대시보드","85,423명","₩30,800",(4.1),67개의 수강평,초급자,총 19개 수업 (4시간 18분),강의 게시일 : 2020년 04월 17일
"태블로 레벨UP
대시보드","2,002명",무료,(4.9),29개의 수강평,중급자,총 14개 수업 (2시간 53분),강의 게시일 : 2019년 11월 21일
"minimal R - 데이터 분석을 위한 최소한의 지식
대시보드",236명,무료,0,0,입문자,총 8개 수업 (1시간 25분),강의 게시일 : 2022년 11월 02일
"[All that MBA] 데이터 사이언스, 어떻게 인사이트를 얻을 것인가?
대시보드",20명,"₩99,000",0,0,입문자,총 55개 수업 (4시간 49분),강의 게시일 : 2022년 02월 22일
"[Mito] Mito로 시작하는 파이썬 데이터 분석
대시보드",364명,무료,(5.0),6개의 수강평,입문자,총 12개 수업 (1시간 9분),강의 게시일 : 2021년 08월 25일
"TIBCO Spotfire 사용자교육 고급편 3: 함수 & 속성 제어
대시보드",230명,"₩82,500",(4.9),9개의 수강평,중급자,총 9개 수업 (4시간 31분),강의 게시일 : 2021년 07월 06일
"로그프레소 엔터프라이즈 - 실시간 처리 및 외부 연동
대시보드",171명,"₩33,000",(5.0),4개의 수강평,중급자,총 21개 수업 (5시간 57분),강의 게시일 : 2021년 06월 09일
"[입문자를 위한] QGIS로 시작하는 데이터 시각화
대시보드","1,254명",무료,(4.6),51개의 수강평,입문자,총 4개 수업 (30분),강의 게시일 : 2021년 05월 13일
"로그프레소 엔터프라이즈 - 데이터 수집과 파싱
대시보드",203명,"₩33,000",(5.0),5개의 수강평,초급자,총 16개 수업 (3시간 35분),강의 게시일 : 2021년 04월 26일
"쉽고 빠르게 익히는 Power BI 심화 1 (시각화와 파워 쿼리)
대시보드",212명,"₩55,000",(4.8),20개의 수강평,중급자,총 20개 수업 (4시간 59분),강의 게시일 : 2021년 03월 24일
"실전 데이터 사이언스 Part 3. 머신러닝의 이해
대시보드",145명,"₩66,000",(4.6),7개의 수강평,초급자,총 20개 수업 (4시간 45분),강의 게시일 : 2021년 01월 19일
"쉽고 빠르게 익히는 Excel 파워 피벗 & DAX
대시보드",119명,"₩55,000",(4.8),24개의 수강평,중급자,총 23개 수업 (3시간 37분),강의 게시일 : 2020년 08월 03일
"이부일의 R릴레오 시즌1 (실무편)
대시보드",560명,무료,(4.9),10개의 수강평,초급자,총 86개 수업 (31시간 26분),강의 게시일 : 2020년 06월 05일
"파이썬 데이터시각화 분석 실전 프로젝트
대시보드",463명,"₩33,000",(4.1),25개의 수강평,초급자,총 37개 수업 (6시간 22분),강의 게시일 : 2019년 08월 20일
"프로세스 마이닝을 활용한 고객여정분석
대시보드","1,666명",무료,(4.7),28개의 수강평,초급자,총 9개 수업 (1시간 19분),강의 게시일 : 2019년 03월 15일
"강화학습 기초 이론
대시보드","2,224명",무료,(4.9),18개의 수강평,중급자,총 10개 수업 (13시간 2분),강의 게시일 : 2018년 09월 19일
"C# OpenCV 컴퓨터비전 입문 강좌
대시보드",328명,"₩33,000",(4.8),16개의 수강평,중급자,총 52개 수업 (6시간 37분),강의 게시일 : 2018년 07월 25일
"실무중심의 HTML5 시각화 프로그래밍
대시보드",34명,"₩33,000",0,0,초급자,총 17개 수업 (6시간 11분),강의 게시일 : 2018년 06월 05일
"공공데이터, 엑셀과 파워포인트로 편하고 멋있게 시각화하기
대시보드",34명,"₩55,000",(3.8),4개의 수강평,초급자,총 11개 수업 (2시간 23분),강의 게시일 : 2020년 12월 18일
"누구나 쉽게 배우는 통계(SPSS보다 쉽게 R)
대시보드",101명,"₩88,000",(4.2),6개의 수강평,초급자,총 33개 수업 (2시간 13분),강의 게시일 : 2020년 12월 18일
"80여개 예제로 알아보는 쉽고 재미있는 [데이터 시각화]
대시보드",147명,"₩55,000",(4.5),14개의 수강평,입문자,총 88개 수업 (6시간 34분),강의 게시일 : 2017년 09월 27일
"MATLAB처럼 쓰는 PYTHON
대시보드",947명,무료,(4.8),29개의 수강평,초급자,총 9개 수업 (36분),강의 게시일 : 2020년 03월 25일
"엑셀로 맛보는 딥러닝 - 깊게 쌓기
대시보드",70명,무료,0,0,초급자,총 8개 수업 (1시간 40분),강의 게시일 : 2023년 11월 29일
"OpenCV 강좌 - 컴퓨터 비전
대시보드","7,417명",무료,(4.7),39개의 수강평,초급자,총 57개 수업 (11시간 8분),강의 게시일 : 2017년 05월 24일
"SQL 개발자 (SQLD) 자격증 따기 Part.3
대시보드","22,585명","₩27,500",(4.2),18개의 수강평,초급자,총 17개 수업 (9시간 10분),강의 게시일 : 2022년 04월 27일
"SQL 개발자 (SQLD) 자격증 따기 Part.2
대시보드","22,844명","₩55,000",(4.2),22개의 수강평,초급자,총 36개 수업 (18시간 31분),강의 게시일 : 2022년 01월 21일
"SQL 개발자 (SQLD) 자격증 따기 Part.1
대시보드","27,594명","₩33,000",(4.1),36개의 수강평,초급자,총 20개 수업 (9시간 29분),강의 게시일 : 2022년 01월 20일
"자바스크립트 머신러닝 TensorFlow.js
대시보드",268명,"₩132,000",(4.6),9개의 수강평,중급자,총 63개 수업 (6시간 15분),강의 게시일 : 2020년 03월 31일
"[ITⓔ코칭] Oracle로 배우는 실전 데이터관리
대시보드",40명,"₩110,000",0,0,입문자,총 64개 수업 (6시간 49분),강의 게시일 : 2022년 06월 02일
"쉽고 빠르게 익히는 Power BI 심화 2 (데이터 모델링)
대시보드",119명,"₩55,000",(4.9),7개의 수강평,중급자,총 25개 수업 (5시간 10분),강의 게시일 : 2022년 04월 12일
"빅데이터분석기사 실기대비 (R 활용)
대시보드",212명,"₩60,500",(5.0),33개의 수강평,초급자,총 20개 수업 (3시간 53분),강의 게시일 : 2021년 07월 22일
"TIBCO Spotfire 사용자교육 고급편 2: 데이터 변환 & 캔버스
대시보드",228명,"₩60,500",(4.9),14개의 수강평,초급자,총 10개 수업 (2시간 8분),강의 게시일 : 2021년 07월 06일
"[입문자를 위한] 캐글로 시작하는 머신러닝 • 딥러닝 분석
대시보드","2,103명",무료,(4.9),62개의 수강평,초급자,총 17개 수업 (2시간 28분),강의 게시일 : 2021년 05월 13일
"디지털 매핑 / 데이터 시각화
대시보드",669명,무료,(4.9),7개의 수강평,초급자,총 4개 수업 (1시간 10분),강의 게시일 : 2021년 02월 03일
"파이썬 무료 강의 (활용편3) - 웹 스크래핑 (5시간)
대시보드","4,195명",무료,(5.0),135개의 수강평,초급자,총 39개 수업 (5시간 26분),강의 게시일 : 2020년 12월 09일
"Excel 2013 피벗테이블을 이용한 데이터 집계와 분석
대시보드",8명,"₩44,000",0,0,초급자,총 10개 수업 (2시간 3분),강의 게시일 : 2020년 08월 20일
"가볍게 따라하는 Excel 2013 데이터 조정 및 가공
대시보드",3명,"₩44,000",0,0,초급자,총 12개 수업 (2시간 36분),강의 게시일 : 2020년 08월 14일
"가볍게 따라하는 Excel 2016 데이터 조정 및 가공
대시보드",22명,"₩44,000",(5.0),4개의 수강평,초급자,총 12개 수업 (2시간 24분),강의 게시일 : 2020년 08월 14일
"파이썬 웹서비스API 실전 프로젝트 - 돈 버는 디지털마케팅
대시보드",117명,"₩38,500",(3.2),5개의 수강평,초급자,총 23개 수업 (3시간 25분),강의 게시일 : 2020년 08월 12일
"쉽고 빠르게 익히는 Power BI (기본편)
대시보드",422명,"₩99,000",(4.7),57개의 수강평,초급자,총 16개 수업 (5시간 22분),강의 게시일 : 2020년 07월 28일
"마케터를 위한 SQL
대시보드",42명,"₩33,000",(4.0),4개의 수강평,입문자,총 23개 수업 (3시간 30분),강의 게시일 : 2020년 05월 12일
"[OpenCV] 파이썬 딥러닝 영상처리 프로젝트 2 - 불량사과를 찾아라!
대시보드",396명,"₩77,000",(4.5),26개의 수강평,중급자,총 60개 수업 (11시간 8분),강의 게시일 : 2020년 04월 28일
"[라즈베리파이] IoT 딥러닝 Computer Vision 실전 프로젝트
대시보드",462명,"₩99,000",(4.6),25개의 수강평,중급자,총 60개 수업 (10시간 49분),강의 게시일 : 2020년 02월 15일
